AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Alabama,All,2022-23,40,4.4,5.8,0,49,23,65,"1,123",> 100%
State,Alabama,All,2022-23,41,5.8,6.7,5,62,19,78,"1,164",> 100%
State,Alabama,All,2022-23,42,6.6,7.5,2,75,20,88,"1,171",> 100%
State,Alabama,All,2022-23,43,5.8,7.4,5,61,28,84,"1,134",> 100%
State,Alabama,All,2022-23,44,4.5,6,7,45,21,69,"1,145",> 100%
State,Alabama,All,2022-23,45,6.3,7.3,10,57,17,78,"1,064",> 100%
State,Alabama,All,2022-23,46,5.3,7,9,51,25,79,"1,133",> 100%
State,Alabama,All,2022-23,47,6.7,8.3,9,66,26,92,"1,115",> 100%
State,Alabama,All,2022-23,48,6.5,8,13,63,25,93,"1,161",> 100%
State,Alabama,All,2022-23,49,8.3,10.3,16,74,32,111,"1,078",> 100%
State,Alabama,All,2022-23,50,8.1,11,9,67,38,103,933,93%
State,Alabama,All,2022-23,51,6.8,8.8,5,55,24,77,876,87.4%
State,Alabama,All,2022-23,52,5.6,7.8,3,37,25,56,720,71.8%
State,Alabama,All,2022-23,1,8.7,12.9,2,25,19,40,309,30.8%
State,Alaska,All,2022-23,40,8.1,11.1,0,8,3,11,99,> 100%
State,Alaska,All,2022-23,41,1,4.1,0,1,3,4,97,> 100%
State,Alaska,All,2022-23,42,5.3,7.4,0,5,2,7,95,> 100%
State,Alaska,All,2022-23,43,3.5,4.7,0,3,2,4,86,> 100%
State,Alaska,All,2022-23,44,5.1,7.6,0,4,2,6,79,93.9%
State,Alaska,All,2022-23,45,1,1,0,1,0,1,105,> 100%
State,Alaska,All,2022-23,46,4.8,6,0,4,1,5,84,99.8%
State,Alaska,All,2022-23,47,5.3,8,2,2,3,6,75,89.1%
State,Alaska,All,2022-23,48,9.5,9.5,2,5,0,7,74,87.9%
State,Alaska,All,2022-23,49,7.7,8.7,2,6,1,9,104,> 100%
State,Alaska,All,2022-23,50,7.3,7.3,0,4,0,4,55,65.4%
State,Alaska,All,2022-23,51,10.6,12.8,1,4,2,6,47,55.9%
State,Alaska,All,2022-23,52,8,8,1,1,0,2,25,29.7%
State,Alaska,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Arizona,All,2022-23,40,4.8,5.8,0,62,25,75,"1,291",> 100%
State,Arizona,All,2022-23,41,6,7.1,0,74,28,88,"1,231",> 100%
State,Arizona,All,2022-23,42,4.9,6.2,0,61,24,78,"1,257",> 100%
State,Arizona,All,2022-23,43,5.9,7.3,1,76,34,96,"1,310",> 100%
State,Arizona,All,2022-23,44,5.9,8,3,80,47,112,"1,400",> 100%
State,Arizona,All,2022-23,45,5,7.1,4,62,41,95,"1,332",> 100%
State,Arizona,All,2022-23,46,5.8,8.3,5,77,65,117,"1,415",> 100%
State,Arizona,All,2022-23,47,7.3,10.3,5,100,80,149,"1,445",> 100%
State,Arizona,All,2022-23,48,9.5,13.2,10,136,108,202,"1,529",> 100%
State,Arizona,All,2022-23,49,9,14.5,13,117,125,208,"1,439",> 100%
State,Arizona,All,2022-23,50,10.6,15.1,7,133,111,199,"1,318",> 100%
State,Arizona,All,2022-23,51,8.3,12.5,5,97,88,153,"1,227",> 100%
State,Arizona,All,2022-23,52,8.8,12,7,92,63,134,"1,120",> 100%
State,Arizona,All,2022-23,1,7.7,11,5,45,40,71,648,60.4%
State,Arkansas,All,2022-23,40,6.9,10.3,2,47,35,73,708,> 100%
State,Arkansas,All,2022-23,41,4.5,7.2,0,32,22,51,711,> 100%
State,Arkansas,All,2022-23,42,7.8,8.8,2,50,10,59,670,> 100%
State,Arkansas,All,2022-23,43,6.1,7.9,2,40,19,54,686,> 100%
State,Arkansas,All,2022-23,44,6.7,7.9,4,41,13,53,667,> 100%
State,Arkansas,All,2022-23,45,7.1,8.5,5,41,14,55,649,> 100%
State,Arkansas,All,2022-23,46,7.5,10.2,7,48,29,75,733,> 100%
State,Arkansas,All,2022-23,47,7.6,9.5,9,48,18,71,748,> 100%
State,Arkansas,All,2022-23,48,9.9,11.5,17,56,19,85,739,> 100%
State,Arkansas,All,2022-23,49,10.8,13.1,19,58,25,94,715,> 100%
State,Arkansas,All,2022-23,50,9.3,11.9,10,51,27,78,655,> 100%
State,Arkansas,All,2022-23,51,8.5,10.6,15,38,22,66,620,> 100%
State,Arkansas,All,2022-23,52,8.7,11,4,44,16,61,554,90.7%
State,Arkansas,All,2022-23,1,6,9.7,1,19,18,32,331,54.2%
State,California,All,2022-23,40,5.9,7.5,4,312,138,405,"5,388",> 100%
State,California,All,2022-23,41,6.5,8.1,4,339,129,425,"5,263",> 100%
State,California,All,2022-23,42,6.4,7.6,2,335,110,400,"5,239",> 100%
State,California,All,2022-23,43,5.8,7.5,6,311,151,408,"5,460",> 100%
State,California,All,2022-23,44,6.6,8.1,4,366,136,450,"5,572",> 100%
State,California,All,2022-23,45,6.8,8.6,14,371,152,484,"5,631",> 100%
State,California,All,2022-23,46,7,8.6,16,389,158,500,"5,820",> 100%
State,California,All,2022-23,47,8.6,10.8,39,472,208,638,"5,916",> 100%
State,California,All,2022-23,48,9.5,12.2,84,511,282,764,"6,268",> 100%
State,California,All,2022-23,49,10.7,13.8,79,558,331,824,"5,981",> 100%
State,California,All,2022-23,50,10.6,13.6,83,499,303,747,"5,485",> 100%
State,California,All,2022-23,51,10.1,13.3,60,434,294,650,"4,888",97.3%
State,California,All,2022-23,52,10.2,13.6,32,307,216,455,"3,336",66.4%
State,California,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Colorado,All,2022-23,40,4.8,7.3,0,37,25,57,777,> 100%
State,Colorado,All,2022-23,41,4.5,6.9,0,37,26,57,826,> 100%
State,Colorado,All,2022-23,42,6.9,8.8,0,61,27,78,883,> 100%
State,Colorado,All,2022-23,43,5.6,7.5,2,45,33,63,845,> 100%
State,Colorado,All,2022-23,44,6.3,8.9,1,55,41,79,890,> 100%
State,Colorado,All,2022-23,45,6.7,10.3,5,56,51,93,904,> 100%
State,Colorado,All,2022-23,46,7.2,11.7,5,62,60,109,930,> 100%
State,Colorado,All,2022-23,47,7.9,11.3,6,68,49,106,935,> 100%
State,Colorado,All,2022-23,48,7.7,11.5,10,59,53,103,899,> 100%
State,Colorado,All,2022-23,49,8.7,12,12,67,56,109,905,> 100%
State,Colorado,All,2022-23,50,7.5,10.6,7,51,36,82,772,> 100%
State,Colorado,All,2022-23,51,6.7,9.7,15,32,35,68,700,98.3%
State,Colorado,All,2022-23,52,4.9,7.6,6,23,26,45,590,82.8%
State,Colorado,All,2022-23,1,9.6,12.5,7,26,18,43,343,48.2%
State,Connecticut,All,2022-23,40,7.4,9.9,0,47,27,63,638,> 100%
State,Connecticut,All,2022-23,41,8.4,13.5,0,55,43,88,653,> 100%
State,Connecticut,All,2022-23,42,5.8,9.7,0,36,33,60,621,> 100%
State,Connecticut,All,2022-23,43,7.7,12.5,0,47,42,76,608,> 100%
State,Connecticut,All,2022-23,44,8.8,12.9,0,59,35,86,667,> 100%
State,Connecticut,All,2022-23,45,7.3,9.1,2,47,17,61,668,> 100%
State,Connecticut,All,2022-23,46,6,8.9,0,38,22,56,630,> 100%
State,Connecticut,All,2022-23,47,8.3,11.4,2,55,33,79,690,> 100%
State,Connecticut,All,2022-23,48,8.6,11.5,6,54,25,80,698,> 100%
State,Connecticut,All,2022-23,49,10.3,14.5,15,55,35,99,682,> 100%
State,Connecticut,All,2022-23,50,9.2,14.3,17,45,39,97,676,> 100%
State,Connecticut,All,2022-23,51,11.1,16.1,8,66,46,107,664,> 100%
State,Connecticut,All,2022-23,52,13.4,18.7,4,60,41,89,476,81%
State,Connecticut,All,2022-23,1,14.4,18.7,9,41,21,65,348,59.2%
State,Delaware,All,2022-23,40,3.9,5.8,0,8,6,12,207,> 100%
State,Delaware,All,2022-23,41,5,8,0,10,7,16,199,> 100%
State,Delaware,All,2022-23,42,5.5,9.5,0,11,10,19,200,> 100%
State,Delaware,All,2022-23,43,5.3,6.9,0,13,6,17,245,> 100%
State,Delaware,All,2022-23,44,6,7,0,12,6,14,200,> 100%
State,Delaware,All,2022-23,45,7.6,10,0,16,9,21,210,> 100%
State,Delaware,All,2022-23,46,5.4,10.3,0,12,12,23,223,> 100%
State,Delaware,All,2022-23,47,3.8,6.7,1,7,8,14,209,> 100%
State,Delaware,All,2022-23,48,8.6,10.1,2,15,5,20,198,> 100%
State,Delaware,All,2022-23,49,5.9,8.1,2,11,10,18,221,> 100%
State,Delaware,All,2022-23,50,9.9,14.6,0,15,9,22,151,89.1%
State,Delaware,All,2022-23,51,7.6,11.9,5,9,9,22,185,> 100%
State,Delaware,All,2022-23,52,9,10.7,0,11,3,13,122,72%
State,Delaware,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2022-23,40,1,2.9,0,1,2,3,104,> 100%
State,District of Columbia,All,2022-23,41,7.3,7.3,0,8,1,8,110,> 100%
State,District of Columbia,All,2022-23,42,4.2,8.4,0,4,4,8,95,> 100%
State,District of Columbia,All,2022-23,43,8.8,8.8,0,9,0,9,102,> 100%
State,District of Columbia,All,2022-23,44,9.5,13.1,0,8,3,11,84,88.8%
State,District of Columbia,All,2022-23,45,5.2,7.3,0,5,3,7,96,> 100%
State,District of Columbia,All,2022-23,46,9.5,10.5,2,8,4,11,105,> 100%
State,District of Columbia,All,2022-23,47,11.3,14.2,3,9,5,15,106,> 100%
State,District of Columbia,All,2022-23,48,6.7,8.9,2,4,2,8,90,95.1%
State,District of Columbia,All,2022-23,49,15.1,17.4,1,12,5,15,86,90.9%
State,District of Columbia,All,2022-23,50,9.9,12.3,0,8,3,10,81,85.6%
State,District of Columbia,All,2022-23,51,11.5,15.4,0,6,4,8,52,55%
State,District of Columbia,All,2022-23,52,4.2,8.3,0,2,3,4,48,50.7%
State,District of Columbia,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Florida,All,2022-23,40,6.8,8.8,2,301,153,391,"4,443",> 100%
State,Florida,All,2022-23,41,6.6,8.5,5,286,141,372,"4,384",> 100%
State,Florida,All,2022-23,42,7.3,9.3,1,320,157,408,"4,373",> 100%
State,Florida,All,2022-23,43,6.5,8.4,5,285,133,375,"4,438",> 100%
State,Florida,All,2022-23,44,6.4,7.8,8,271,111,342,"4,367",> 100%
State,Florida,All,2022-23,45,6.2,7.6,6,266,93,333,"4,370",> 100%
State,Florida,All,2022-23,46,7,8.6,16,285,119,368,"4,272",> 100%
State,Florida,All,2022-23,47,7.2,8.5,19,297,123,377,"4,410",> 100%
State,Florida,All,2022-23,48,7.7,9.3,29,300,130,397,"4,246",> 100%
State,Florida,All,2022-23,49,7.9,9.4,17,329,139,408,"4,363",> 100%
State,Florida,All,2022-23,50,8.5,10.1,19,311,124,393,"3,879",> 100%
State,Florida,All,2022-23,51,8.1,9.6,14,284,128,353,"3,664",97.2%
State,Florida,All,2022-23,52,8.4,10,26,252,117,331,"3,325",88.2%
State,Florida,All,2022-23,1,8.4,10.8,11,125,78,174,"1,612",42.7%
State,Georgia,All,2022-23,40,5.6,8.1,1,103,62,149,"1,847",> 100%
State,Georgia,All,2022-23,41,4.6,6.3,5,78,42,115,"1,822",> 100%
State,Georgia,All,2022-23,42,5.5,7.5,4,97,50,138,"1,850",> 100%
State,Georgia,All,2022-23,43,5.2,6.9,5,87,42,124,"1,786",> 100%
State,Georgia,All,2022-23,44,5.2,6.6,12,80,41,117,"1,770",> 100%
State,Georgia,All,2022-23,45,5.7,6.6,14,86,28,116,"1,746",> 100%
State,Georgia,All,2022-23,46,6.5,8.1,10,100,45,138,"1,705",> 100%
State,Georgia,All,2022-23,47,5.5,7.1,10,86,39,125,"1,752",> 100%
State,Georgia,All,2022-23,48,7,8.1,10,105,30,133,"1,633",> 100%
State,Georgia,All,2022-23,49,6.8,9.2,14,99,60,153,"1,655",> 100%
State,Georgia,All,2022-23,50,6.1,8.7,6,76,52,117,"1,348",86.7%
State,Georgia,All,2022-23,51,5.7,8,5,65,40,98,"1,228",78.9%
State,Georgia,All,2022-23,52,6.8,9.1,5,63,39,91,"1,002",64.4%
State,Georgia,All,2022-23,1,7.7,10.6,0,32,18,44,416,26.7%
State,Hawaii,All,2022-23,40,5.9,6.3,0,13,2,14,221,> 100%
State,Hawaii,All,2022-23,41,7.4,8.5,0,20,7,23,270,> 100%
State,Hawaii,All,2022-23,42,7.6,8.4,1,17,3,20,238,> 100%
State,Hawaii,All,2022-23,43,7.1,8,1,16,4,19,238,> 100%
State,Hawaii,All,2022-23,44,9.3,9.3,1,23,5,24,259,> 100%
State,Hawaii,All,2022-23,45,9.6,11.2,2,22,6,28,251,> 100%
State,Hawaii,All,2022-23,46,9.8,10.2,0,25,3,26,255,> 100%
State,Hawaii,All,2022-23,47,7.1,8.4,1,16,6,20,238,> 100%
State,Hawaii,All,2022-23,48,8.6,9,0,21,3,22,244,> 100%
State,Hawaii,All,2022-23,49,5.8,6.7,2,11,4,15,224,> 100%
State,Hawaii,All,2022-23,50,8.4,8.4,1,17,2,18,215,> 100%
State,Hawaii,All,2022-23,51,8.5,10.1,1,15,4,19,189,89.1%
State,Hawaii,All,2022-23,52,5.5,6.7,0,9,2,11,164,77.3%
State,Hawaii,All,2022-23,1,4.2,7.4,0,4,4,7,95,44.8%
State,Idaho,All,2022-23,40,4,6.6,0,12,11,20,303,> 100%
State,Idaho,All,2022-23,41,4.8,6.8,0,14,7,20,293,> 100%
State,Idaho,All,2022-23,42,7.4,10.1,0,24,14,33,326,> 100%
State,Idaho,All,2022-23,43,2.5,3.4,1,7,5,11,323,> 100%
State,Idaho,All,2022-23,44,4.1,6.2,0,14,13,21,338,> 100%
State,Idaho,All,2022-23,45,6.1,6.9,2,19,8,24,347,> 100%
State,Idaho,All,2022-23,46,3.4,4.9,0,11,6,16,328,> 100%
State,Idaho,All,2022-23,47,5.3,8.2,1,17,14,28,342,> 100%
State,Idaho,All,2022-23,48,7.2,10.2,9,15,12,34,332,> 100%
State,Idaho,All,2022-23,49,6.1,8.5,3,18,10,29,342,> 100%
State,Idaho,All,2022-23,50,10.5,13.3,10,21,14,39,294,> 100%
State,Idaho,All,2022-23,51,9.1,10.9,5,20,10,30,275,> 100%
State,Idaho,All,2022-23,52,7.9,9.1,5,15,7,23,253,98.4%
State,Idaho,All,2022-23,1,9.4,9.4,2,7,0,9,96,37.3%
State,Illinois,All,2022-23,40,5.9,8,1,127,70,173,"2,170",> 100%
State,Illinois,All,2022-23,41,6,7.4,2,131,51,164,"2,216",> 100%
State,Illinois,All,2022-23,42,6.6,8.6,3,152,75,202,"2,349",> 100%
State,Illinois,All,2022-23,43,6.3,8.1,0,149,70,191,"2,363",> 100%
State,Illinois,All,2022-23,44,6,8.2,3,133,83,185,"2,253",> 100%
State,Illinois,All,2022-23,45,6.1,8.6,5,136,80,197,"2,294",> 100%
State,Illinois,All,2022-23,46,7.4,9.1,9,165,67,214,"2,358",> 100%
State,Illinois,All,2022-23,47,6.6,8.8,7,153,79,212,"2,417",> 100%
State,Illinois,All,2022-23,48,8.4,10.2,39,161,75,245,"2,394",> 100%
State,Illinois,All,2022-23,49,8.6,10.9,34,173,87,263,"2,410",> 100%
State,Illinois,All,2022-23,50,9.3,12.4,39,180,120,291,"2,355",> 100%
State,Illinois,All,2022-23,51,8.5,10.8,26,157,80,232,"2,155",> 100%
State,Illinois,All,2022-23,52,10,12.5,34,170,90,255,"2,045",99.3%
State,Illinois,All,2022-23,1,8.3,11.2,19,91,62,149,"1,332",64.7%
State,Indiana,All,2022-23,40,5.8,7.4,1,81,37,104,"1,405",> 100%
State,Indiana,All,2022-23,41,5.3,7.8,0,72,42,106,"1,366",> 100%
State,Indiana,All,2022-23,42,5.6,8.8,0,79,53,123,"1,405",> 100%
State,Indiana,All,2022-23,43,6,8.6,0,83,54,119,"1,382",> 100%
State,Indiana,All,2022-23,44,7.7,10.4,3,100,58,140,"1,342",> 100%
State,Indiana,All,2022-23,45,7.8,10.4,1,99,55,134,"1,290",> 100%
State,Indiana,All,2022-23,46,6.7,8.8,3,86,46,118,"1,334",> 100%
State,Indiana,All,2022-23,47,6.4,8.7,7,81,49,120,"1,384",> 100%
State,Indiana,All,2022-23,48,7.6,10.2,16,85,58,135,"1,325",> 100%
State,Indiana,All,2022-23,49,10.3,13.2,22,115,66,175,"1,330",> 100%
State,Indiana,All,2022-23,50,9.8,13.3,29,93,60,165,"1,240",> 100%
State,Indiana,All,2022-23,51,11.5,15.5,27,97,71,167,"1,076",88.2%
State,Indiana,All,2022-23,52,9.1,13.2,10,60,44,102,771,63.2%
State,Indiana,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Iowa,All,2022-23,40,6.3,10.4,0,37,29,61,589,> 100%
State,Iowa,All,2022-23,41,4.5,5.9,0,29,16,38,640,> 100%
State,Iowa,All,2022-23,42,6,9.8,0,37,29,61,620,> 100%
State,Iowa,All,2022-23,43,6.6,9.6,1,40,24,60,623,> 100%
State,Iowa,All,2022-23,44,4.8,7.9,0,29,22,47,598,> 100%
State,Iowa,All,2022-23,45,5.4,7.5,0,30,17,42,558,97.8%
State,Iowa,All,2022-23,46,7.7,9.8,1,46,24,60,612,> 100%
State,Iowa,All,2022-23,47,7,9.4,5,38,19,58,617,> 100%
State,Iowa,All,2022-23,48,9.2,12.6,10,44,28,74,585,> 100%
State,Iowa,All,2022-23,49,9.6,14.5,9,52,42,92,635,> 100%
State,Iowa,All,2022-23,50,9.6,13.3,15,44,38,82,617,> 100%
State,Iowa,All,2022-23,51,10.7,15,20,42,38,87,579,> 100%
State,Iowa,All,2022-23,52,11.6,17.3,22,41,39,94,542,95%
State,Iowa,All,2022-23,1,7.9,11.5,12,16,15,41,355,62.2%
State,Kansas,All,2022-23,40,6.3,8.1,1,33,18,44,543,> 100%
State,Kansas,All,2022-23,41,5.7,8.3,2,33,19,51,613,> 100%
State,Kansas,All,2022-23,42,6.6,9.5,1,35,22,52,549,> 100%
State,Kansas,All,2022-23,43,6.1,8.3,0,35,19,48,578,> 100%
State,Kansas,All,2022-23,44,5.5,7.5,0,29,17,39,523,> 100%
State,Kansas,All,2022-23,45,5.2,7.5,0,30,18,43,575,> 100%
State,Kansas,All,2022-23,46,6.4,8.2,5,33,16,49,597,> 100%
State,Kansas,All,2022-23,47,7.7,9.5,4,42,24,57,600,> 100%
State,Kansas,All,2022-23,48,8.5,10.8,8,47,29,70,647,> 100%
State,Kansas,All,2022-23,49,9.5,12.4,15,47,33,81,652,> 100%
State,Kansas,All,2022-23,50,8.2,13.4,16,32,40,78,583,> 100%
State,Kansas,All,2022-23,51,7.9,10.3,11,32,22,56,544,> 100%
State,Kansas,All,2022-23,52,8.3,11.7,10,35,29,63,539,> 100%
State,Kansas,All,2022-23,1,11.7,16.5,7,37,28,62,375,73.7%
State,Kentucky,All,2022-23,40,7.3,11.8,0,78,69,127,"1,075",> 100%
State,Kentucky,All,2022-23,41,7.5,11.4,0,74,53,113,988,> 100%
State,Kentucky,All,2022-23,42,10.5,12.7,2,103,43,127,"1,001",> 100%
State,Kentucky,All,2022-23,43,7,10.5,1,72,50,109,"1,043",> 100%
State,Kentucky,All,2022-23,44,7.2,11.3,3,70,64,115,"1,018",> 100%
State,Kentucky,All,2022-23,45,10.5,14.9,12,97,63,154,"1,035",> 100%
State,Kentucky,All,2022-23,46,8.8,12,8,79,49,119,994,> 100%
State,Kentucky,All,2022-23,47,9.4,13.3,14,84,58,138,"1,038",> 100%
State,Kentucky,All,2022-23,48,13,16.9,27,111,66,179,"1,058",> 100%
State,Kentucky,All,2022-23,49,15.4,19.2,48,96,60,180,937,> 100%
State,Kentucky,All,2022-23,50,12.3,16.9,28,72,53,137,811,89.4%
State,Kentucky,All,2022-23,51,12,15.8,18,68,46,113,715,78.8%
State,Kentucky,All,2022-23,52,11.2,14.8,11,52,29,83,561,61.8%
State,Kentucky,All,2022-23,1,10.1,14.9,2,17,11,28,188,20.7%
State,Louisiana,All,2022-23,40,4.1,5.7,0,37,26,52,905,> 100%
State,Louisiana,All,2022-23,41,4,6.6,0,33,26,54,818,96.1%
State,Louisiana,All,2022-23,42,4.4,6,3,35,17,52,863,> 100%
State,Louisiana,All,2022-23,43,4,5.5,1,32,18,46,833,97.8%
State,Louisiana,All,2022-23,44,4.2,5.7,5,30,17,48,837,98.3%
State,Louisiana,All,2022-23,45,4.2,5.2,6,30,11,44,852,> 100%
State,Louisiana,All,2022-23,46,5.1,5.8,2,37,11,44,764,89.7%
State,Louisiana,All,2022-23,47,3.8,5.3,3,29,18,44,834,97.9%
State,Louisiana,All,2022-23,48,5.4,5.9,7,31,9,41,699,82.1%
State,Louisiana,All,2022-23,49,5,7.4,3,23,19,39,525,61.7%
State,Louisiana,All,2022-23,50,5.2,6.5,1,16,9,21,325,38.2%
State,Louisiana,All,2022-23,51,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Louisiana,All,2022-23,52,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Louisiana,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Maine,All,2022-23,40,7.1,10.8,0,23,17,35,325,> 100%
State,Maine,All,2022-23,41,8.3,11.6,0,30,16,42,363,> 100%
State,Maine,All,2022-23,42,7.6,11.8,1,24,19,39,330,> 100%
State,Maine,All,2022-23,43,8.1,13.5,0,27,19,45,334,> 100%
State,Maine,All,2022-23,44,8,10.8,0,26,14,35,325,> 100%
State,Maine,All,2022-23,45,6.6,11.7,1,21,19,39,334,> 100%
State,Maine,All,2022-23,46,4.6,7.8,0,16,16,27,346,> 100%
State,Maine,All,2022-23,47,6,7.2,0,20,6,24,332,> 100%
State,Maine,All,2022-23,48,8.7,15.1,4,25,21,50,332,> 100%
State,Maine,All,2022-23,49,8.1,9.8,11,19,9,36,369,> 100%
State,Maine,All,2022-23,50,7.2,9.3,7,18,9,32,345,> 100%
State,Maine,All,2022-23,51,11.4,15.3,9,29,16,51,334,> 100%
State,Maine,All,2022-23,52,10.2,13.3,7,25,13,42,315,> 100%
State,Maine,All,2022-23,1,10.3,11.7,10,19,9,33,281,> 100%
State,Maryland,All,2022-23,40,6.9,8.8,0,73,34,94,"1,065",> 100%
State,Maryland,All,2022-23,41,7.1,10.1,1,74,44,107,"1,060",> 100%
State,Maryland,All,2022-23,42,7.2,9.9,0,77,38,105,"1,064",> 100%
State,Maryland,All,2022-23,43,6.8,9.5,0,69,43,97,"1,019",> 100%
State,Maryland,All,2022-23,44,6.9,8.7,4,70,34,93,"1,073",> 100%
State,Maryland,All,2022-23,45,8.8,11.8,3,94,46,130,"1,102",> 100%
State,Maryland,All,2022-23,46,7.9,10.4,7,78,41,112,"1,080",> 100%
State,Maryland,All,2022-23,47,6.6,9,6,66,37,98,"1,088",> 100%
State,Maryland,All,2022-23,48,6.4,9.5,7,65,50,107,"1,125",> 100%
State,Maryland,All,2022-23,49,8.8,12.1,18,75,52,128,"1,059",> 100%
State,Maryland,All,2022-23,50,9.2,12.1,17,76,45,122,"1,010",> 100%
State,Maryland,All,2022-23,51,8.5,13.1,10,64,58,114,867,93.3%
State,Maryland,All,2022-23,52,9.6,14.7,7,70,58,118,805,86.7%
State,Maryland,All,2022-23,1,10.7,15.7,12,48,40,88,562,60.5%
State,Massachusetts,All,2022-23,40,5,8.7,0,59,52,103,"1,180",> 100%
State,Massachusetts,All,2022-23,41,5.8,10.3,0,72,71,127,"1,231",> 100%
State,Massachusetts,All,2022-23,42,6.8,10.5,2,80,60,126,"1,203",> 100%
State,Massachusetts,All,2022-23,43,6.4,10.2,1,79,66,127,"1,245",> 100%
State,Massachusetts,All,2022-23,44,5.9,9.6,1,73,58,119,"1,245",> 100%
State,Massachusetts,All,2022-23,45,6.2,9.5,1,71,54,110,"1,162",> 100%
State,Massachusetts,All,2022-23,46,7.1,9,0,77,36,98,"1,092",98.9%
State,Massachusetts,All,2022-23,47,7.6,10.5,2,88,46,124,"1,181",> 100%
State,Massachusetts,All,2022-23,48,7.8,9.9,9,89,44,124,"1,257",> 100%
State,Massachusetts,All,2022-23,49,8,11.2,11,92,57,143,"1,281",> 100%
State,Massachusetts,All,2022-23,50,9.1,12.3,23,89,64,151,"1,231",> 100%
State,Massachusetts,All,2022-23,51,8.4,12.5,25,73,62,146,"1,170",> 100%
State,Massachusetts,All,2022-23,52,9.9,14.1,26,88,77,162,"1,147",> 100%
State,Massachusetts,All,2022-23,1,9.9,14.6,18,60,55,115,789,71.4%
State,Michigan,All,2022-23,40,6.1,9,0,121,89,180,"1,997",> 100%
State,Michigan,All,2022-23,41,5.1,8.2,0,105,96,168,"2,048",> 100%
State,Michigan,All,2022-23,42,6.3,10.1,0,133,116,212,"2,108",> 100%
State,Michigan,All,2022-23,43,5.8,10.2,0,115,122,202,"1,975",> 100%
State,Michigan,All,2022-23,44,6.8,10.2,3,140,117,216,"2,112",> 100%
State,Michigan,All,2022-23,45,6.1,10.3,0,128,128,217,"2,105",> 100%
State,Michigan,All,2022-23,46,6.1,9.4,2,126,102,196,"2,095",> 100%
State,Michigan,All,2022-23,47,6.5,10.1,1,137,105,214,"2,119",> 100%
State,Michigan,All,2022-23,48,7,9.8,6,134,87,196,"1,999",> 100%
State,Michigan,All,2022-23,49,6.9,9.8,8,131,86,197,"2,002",> 100%
State,Michigan,All,2022-23,50,7.1,9.9,7,68,44,105,"1,060",57.7%
State,Michigan,All,2022-23,51,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Michigan,All,2022-23,52,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Michigan,All,2022-23,1,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Minnesota,All,2022-23,40,6.1,10.5,1,56,45,97,928,> 100%
State,Minnesota,All,2022-23,41,6,9.6,0,57,46,91,952,> 100%
State,Minnesota,All,2022-23,42,5.7,8.4,0,55,38,81,961,> 100%
State,Minnesota,All,2022-23,43,7.7,11.6,1,70,58,108,928,> 100%
State,Minnesota,All,2022-23,44,6.6,10.9,1,66,55,110,"1,012",> 100%
State,Minnesota,All,2022-23,45,7.9,12.2,2,77,60,122,999,> 100%
State,Minnesota,All,2022-23,46,6.9,11.1,6,63,59,111,"1,001",> 100%
State,Minnesota,All,2022-23,47,6.5,10.1,8,56,57,99,982,> 100%
State,Minnesota,All,2022-23,48,8,12.4,13,67,49,124,996,> 100%
State,Minnesota,All,2022-23,49,9.4,14.2,19,72,59,137,967,> 100%
State,Minnesota,All,2022-23,50,9.1,12.5,27,55,43,113,902,> 100%
State,Minnesota,All,2022-23,51,7.8,10,13,50,28,81,811,97.9%
State,Minnesota,All,2022-23,52,6.6,11.1,12,39,44,86,772,93.2%
State,Minnesota,All,2022-23,1,8,11.9,5,46,36,76,641,77.4%
State,Mississippi,All,2022-23,40,7.8,9.9,0,53,25,67,678,> 100%
State,Mississippi,All,2022-23,41,8.5,12.4,5,54,32,86,694,> 100%
State,Mississippi,All,2022-23,42,7.4,9.1,1,51,18,64,701,> 100%
State,Mississippi,All,2022-23,43,6.1,8.1,3,39,23,56,693,> 100%
